,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
254,8번가위드팜약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,대신동,,50-5 번지,성산로,515 번,37.5630334,126.943333,3721.0,서울특별시 서대문구 성산로 515,서울특별시 서대문구 대신동 50-5,02-313-4588,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
266,가까운 새서울약국,반려동물업,반려의료,동물약국,서울특별시,송파구,풍납동,,271-15 번지,토성로,18 번,37.53082426,127.112289,5535.0,서울특별시 송파구 토성로 18,서울특별시 송파구 풍납동 271-15,02-477-8205,정보없음,"매주 토, 일",월~금 08:30~18:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
272,가까운사랑약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,346-1 번지,양재대로,1576 번,37.54616183,127.143454,5296.0,서울특별시 강동구 양재대로 1576,서울특별시 강동구 명일동 346-1,02-428-4428,정보없음,매주 일요일,"월~금 08:30~20:30, 토 08:30~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
273,가까운약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,문래동,,55-5 번지,당산로,34 번,37.51746312,126.896494,7297.0,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5,0507-1307-8231,https://blog.naver.com/jhkang_1999,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
274,가까운약국,반려동물업,반려의료,동물약국,서울특별시,금천구,시흥동,,852-29 번지,독산로,133 번,37.45918029,126.904874,8622.0,서울특별시 금천구 독산로 133,서울특별시 금천구 시흥동 852-29,02-809-3323,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
275,가까운약국,반려동물업,반려의료,동물약국,서울특별시,관악구,봉천동,,463-4 번지,양녕로,46 번,37.48614225,126.947286,8747.0,서울특별시 관악구 양녕로 46,서울특별시 관악구 봉천동 463-4,070-4222-7272,정보없음,연중무휴,"월~금 08:30~21:00, 토 08:30~18:00, 일 08:30~13:30, 법정공휴일 08:40~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
286,가까운온누리약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,,321-6 번지,목동서로,349 번,37.51740654,126.865307,8095.0,서울특별시 양천구 목동서로 349,서울특별시 양천구 신정동 321-6,02-2650-8828,정보없음,연중무휴,"월~토 09:00~21:00, 일, 법정공휴일 13:00~21:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
288,가까운정문약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,신내동,,315-3 번지,신내로16길,17 번,37.61417516,127.09718,2053.0,서울특별시 중랑구 신내로16길 17,서울특별시 중랑구 신내동 315-3,070-4402-2579,https://sinneayakkuk.modoo.at/,"매주 토, 일, 법정공휴일",월~금 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
299,가나동물병원(서울 강동),반려동물업,반려의료,동물병원,서울특별시,강동구,암사동,,451-12 번지,고덕로,101 번,37.55494229,127.136729,5237.0,서울특별시 강동구 고덕로 101,서울특별시 강동구 암사동 451-12,02-441-8588,정보없음,정보없음,정보없음,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
300,가나동물병원(서울 도봉구),반려동물업,반려의료,동물병원,서울특별시,도봉구,방학동,,665-11 번지,방학로,162 번,37.66270567,127.034101,1356.0,서울특별시 도봉구 방학로 162,서울특별시 도봉구 방학동 665-11,02-3491-4748,정보없음,매주 일요일,"월~금 09:30~19:00, 토 09:30~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
308,가나종합동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,907 번지,목동서로,77 번,37.5359632,126.877988,7983.0,서울특별시 양천구 목동서로 77,서울특별시 양천구 목동 907,02-2645-7588,정보없음,매주 일요일,월~토 09:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
316,가든파이브약국,반려동물업,반려의료,동물약국,서울특별시,송파구,문정동,,634 번지,충민로,66 번,37.47761484,127.124962,5838.0,서울특별시 송파구 충민로 66,서울특별시 송파구 문정동 634,02-2157-0600,정보없음,연중무휴,"금~일 09:00~22:00, 월~목 09:00~21:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
317,가든펫동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,증산동,,202-27 번지,증산로9길,26-23 번,37.58699856,126.908535,3496.0,서울특별시 은평구 증산로9길 26-23,서울특별시 은평구 증산동 202-27,02-373-5555,http://healthypet.kr/,"매주 토, 일",월~금 10:00~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
318,가디온누리약국,반려동물업,반려의료,동물약국,서울특별시,금천구,가산동,,371-41 번지,가산디지털1로,171 번,37.4807624,126.880679,8503.0,서울특별시 금천구 가산디지털1로 171,서울특별시 금천구 가산동 371-41,0507-1487-5544,정보없음,"매주 토, 일",월~금 08:30~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
321,가락약국,반려동물업,반려의료,동물약국,서울특별시,송파구,가락동,,96-12 번지,송파대로,286 번,37.49490974,127.117168,5711.0,서울특별시 송파구 송파대로 286,서울특별시 송파구 가락동 96-12,070-8806-8421,정보없음,매주 일요일,"월~금 09:00~21:00, 토, 법정공휴일 09:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
322,가락종합동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,방이동,,226-7 번지,오금로,247 번,37.50635671,127.120876,5645.0,서울특별시 송파구 오금로 247,서울특별시 송파구 방이동 226-7,02-413-0075,정보없음,매주 일요일,"월~금 09:30~19:00, 토 09:30~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
332,가람동물병원(서울 강동),반려동물업,반려의료,동물병원,서울특별시,강동구,성내동,,550-2 번지,성내로,36 번,37.52902824,127.124221,5399.0,서울특별시 강동구 성내로 36,서울특별시 강동구 성내동 550-2,02-484-5502,정보없음,매주 일요일,"월~금 09:30~20:00, 토 09:30~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
335,가람약국,반려동물업,반려의료,동물약국,서울특별시,종로구,사직동,,9 번지,사직로8길,4 번,37.57467165,126.96843,3168.0,서울특별시 종로구 사직동 9,서울특별시 종로구 사직로8길 4,02-733-9303,정보없음,연중무휴,"월~금 10:00~20:00, 토 10:00~20:00, 일 10:00~20:00, 법정공휴일 10:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
336,가람약국,반려동물업,반려의료,동물약국,서울특별시,양천구,목동,,602-1 번지,공항대로,564 번,37.54909446,126.867872,7947.0,서울특별시 양천구 공항대로 564,서울특별시 양천구 목동 602-1,02-2658-3518,정보없음,연중무휴,"월~금 09:00~20:30, 토 09:00~15:30, 일 10:30~20:00, 법정공휴일 10:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
337,가람약국,반려동물업,반려의료,동물약국,서울특별시,금천구,가산동,,691 번지,가산디지털1로,5 번,37.46674548,126.886719,8594.0,서울특별시 금천구 가산디지털1로 5,서울특별시 금천구 가산동 691,02-2225-0048,정보없음,"매주 토, 일, 법정공휴일",월~금 08:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
346,가로수동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,신사동,,549-1 번지,압구정로,134 번,37.52435015,127.023513,6029.0,서울특별시 강남구 압구정로 134,서울특별시 강남구 신사동 549-1,02-549-7579,https://blog.naver.com/garosuah,연중무휴,월~토 10:00~19:00(일 18:00),Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
352,가산소중한약국,반려동물업,반려의료,동물약국,서울특별시,금천구,가산동,,60-3 번지,디지털로9길,68 번,37.48107584,126.886418,8512.0,서울특별시 금천구 디지털로9길 68,서울특별시 금천구 가산동 60-3,02-3281-8005,정보없음,매주 일요일,"월~금 08:00~18:30, 토 08:00~13:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
353,가산약국,반려동물업,반려의료,동물약국,서울특별시,금천구,가산동,,151-30 번지,가산로,116 번,37.47610711,126.893145,8529.0,서울특별시 금천구 가산로 116,서울특별시 금천구 가산동 151-30,02-838-1158,정보없음,연중무휴,"월~토 08:30~22:00, 일, 법정공휴일 09:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
364,가야온누리약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,,331-1 번지,노해로65길,17-9 번,37.65195346,127.045751,1405.0,서울특별시 도봉구 노해로65길 17-9,서울특별시 도봉구 창동 331-1,02-997-4540,정보없음,매주 일요일,"월~금 08:00~18:00, 토 08:00~13:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
366,가양누리약국,반려동물업,반려의료,동물약국,서울특별시,강서구,가양동,,1488 번지,허준로,198 번,37.56129159,126.860254,7532.0,서울특별시 강서구 허준로 198,서울특별시 강서구 가양동 1488,02-3663-8013,정보없음,"매주 일요일, 법정공휴일","월~수, 금 09:00~19:30, 목 09:00~20:00, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
368,가양종로약국,반려동물업,반려의료,동물약국,서울특별시,강서구,등촌동,,65-20 번지,양천로,460 번,37.56258508,126.8517,7575.0,서울특별시 강서구 양천로 460,서울특별시 강서구 등촌동 65-20,02-2659-2356,정보없음,매주 일요일,"월~금 09:00~20:30, 토 09:00~17:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
369,가양쿨펫동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,가양동,,18-24 번지,양천로,431 번,37.56426405,126.84996,7527.0,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,02-3665-1838,http://blog.naver.com/coolpetah,매주 목요일,"월~수, 금~일 10:00~21:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
370,가양하늘약국,반려동물업,반려의료,동물약국,서울특별시,강서구,등촌동,,628-6 번지,화곡로68길,3 번,37.55958367,126.854738,7548.0,서울특별시 강서구 화곡로68길 3,서울특별시 강서구 등촌동 628-6,02-3662-4290,정보없음,연중무휴,"월~금 08:00~20:30, 토~일, 법정공휴일 09:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
372,가온동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,고덕동,,172-9 번지,상일로,153 번,37.56066757,127.170463,5222.0,서울특별시 강동구 상일로 153,서울특별시 강동구 고덕동 172-9,02-6953-7512,https://blog.naver.com/kaonah7512,매주 수요일,"월~화, 목~일 10:00~21:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
373,가온동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,721-1 번지,등촌로,114 번,37.54014367,126.864055,7957.0,서울특별시 양천구 등촌로 114,서울특별시 양천구 목동 721-1,02-2643-2777,정보없음,연중무휴,매일 10:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
382,가온약국,반려동물업,반려의료,동물약국,서울특별시,강서구,마곡동,,791-9 번지,마곡중앙8로,85 번,37.56112553,126.836985,7794.0,서울특별시 강서구 마곡중앙8로 85,서울특별시 강서구 마곡동 791-9,070-4794-9611,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
389,가온온누리약국,반려동물업,반려의료,동물약국,서울특별시,양천구,목동,,917-9 번지,목동동로,293 번,37.52817831,126.875772,7997.0,서울특별시 양천구 목동동로 293,서울특별시 양천구 목동 917-9,02-2061-1119,정보없음,"매주 일요일, 법정공휴일","월~금 09:30~20:30, 토 09:30~18:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
395,가원펫애견샵,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신월동,,607-1 번지,신월로,220 번,37.52135003,126.846604,8062.0,서울특별시 양천구 신월로 220,서울특별시 양천구 신월동 607-1,0507-1468-1701,정보없음,연중무휴,매일 10:00~22:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
396,가은약국,반려동물업,반려의료,동물약국,서울특별시,관악구,봉천동,,858-3 번지,봉천로,486 번,37.48162306,126.953739,8738.0,서울특별시 관악구 봉천로 486,서울특별시 관악구 봉천동 858-3,02-878-9669,정보없음,연중무휴,"월~토, 법정공휴일 09:00~21:00, 일 08:30~20:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
403,가장빠른천사약국,반려동물업,반려의료,동물약국,서울특별시,송파구,풍납동,,514-1 번지,강동대로,74 번,37.52644023,127.114932,5506.0,서울특별시 송파구 강동대로 74,서울특별시 송파구 풍납동 514-1,02-483-8875,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
406,가장큰이대약국,반려동물업,반려의료,동물약국,서울특별시,강서구,마곡동,,801-2 번지,공항대로,248 번,37.55840386,126.834894,7805.0,서울특별시 강서구 공항대로 248,서울특별시 강서구 마곡동 801-2,02-2662-8279,정보없음,연중무휴,"월~금 08:30~20:00, 토 09:00~19:30, 일 12:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
407,가장큰태평양약국,반려동물업,반려의료,동물약국,서울특별시,용산구,한남동,,653-1 번지,대사관로,52 번,37.53331694,127.003891,4402.0,서울특별시 용산구 대사관로 52,서울특별시 용산구 한남동 653-1,02-790-3376,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
409,가재울봉쥬르동물병원,반려동물업,반려의료,동물병원,서울특별시,서대문구,북가좌동,,304-29 번지,거북골로,178 번,37.57717168,126.910871,3691.0,서울특별시 서대문구 거북골로 178,서울특별시 서대문구 북가좌동 304-29,02-305-8275,https://blog.naver.com/bonjourah,"매주 목,일","월~수, 금 09:30~19:00, 토 09:30~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
